"asp_north","Elev.skewn","Int.skewne","Int.P70","All_mode","Return.3.c","Elev.IQ","Elev.P40","Int.P40","Total.firs","elevation","center.X","center.Y"
0.422446184686144,NA,NA,NA,0,0,NA,NA,NA,243,883.481994628906,443230,4691270
0.485913897335802,0.5018,-0.2848,32.8,7,0,0.5186,3.6743,19.8,233,883.379028320312,443250,4691270
0.345985286404773,NA,NA,NA,0,0,NA,NA,NA,236,883.484985351562,443270,4691270
0.639567041792769,NA,NA,NA,0,0,NA,NA,NA,216,884.208984375,443290,4691270
0.639567041792769,1.0439,1.07,12,47,0,2.1776,4.1696,3,211,884.208984375,443310,4691270
1.04874205962828,0.5774,1.4742,13,118,0,2.8502,4.7963,6,207,885.005981445312,443330,4691270
1.25357917971741,0.0101,1.6094,9.2,53,0,3.4839,6.9522,4,245,886.093994140625,443350,4691270
1.38282474664803,-0.0238,1.8775,11,96,0,3.7397,7.6836,3,252,887.429992675781,443370,4691270
1.51925354419741,0.0366,2.0347,7,65,0,2.7695,6.7403,3,203,888.68701171875,443390,4691270
1.51925354419741,-0.2165,1.8441,6,67,0,3.3012,7.4462,3,163,888.68701171875,443410,4691270
1.59618075274706,-0.3097,1.5352,11.1,52,0,3.5826,7.624,4,167,889.838989257812,443430,4691270
1.69476448007663,0.0073,2.1302,9,54,0,3.539,6.1022,3,153,891.286010742188,443450,4691270
1.81430268181042,-0.2502,1.7956,8.7,42,0,2.6296,7.502,4,143,892.89599609375,443470,4691270
1.80241624223047,0.0247,1.4308,9,58,0,2.958,6.6889,3,142,894.14697265625,443490,4691270
1.80241624223047,-0.1064,1.046,15,31,0,3.6668,7.2536,4,126,894.14697265625,443510,4691270
1.70779465323242,-0.5216,1.1538,15,28,0,3.2856,8.0963,6,142,895.635009765625,443530,4691270
1.86744793894463,-0.1343,0.6411,18,17,0,1.9981,6.708,5,159,897.039978027344,443550,4691270
2.23957032909011,0.0903,1.0076,20,64,0,3.5394,7.3443,9,207,898.473022460938,443570,4691270
2.35211760370175,-0.0117,1.2202,13,77,0,3.797,7.5753,6,224,899.283020019531,443590,4691270
2.35211760370175,-0.5524,1.0999,15,69,0,4.168,9.0267,4,234,899.283020019531,443610,4691270
2.10214834133524,-0.7434,1.5971,11,36,0,2.897,10.5544,3,216,899.247985839844,443630,4691270
1.6445348797487,-0.7974,1.5055,11,108,0,2.9446,10.7578,3,224,898.763977050781,443650,4691270
0.281819284734479,-1.0438,1.2915,13,81,0,2.7141,11.2119,5,222,899.992004394531,443670,4691270
-0.798005272705775,-0.4086,2.4469,7,90,0,3.2492,10.8421,3,215,902.330993652344,443690,4691270
-0.798005272705775,-0.5775,1.3752,10,62,0,2.959,10.4451,3,216,902.330993652344,443710,4691270
-1.59211136004611,-0.9174,1.9028,8.8,119,0,2.8935,10.0962,3,201,903.226013183594,443730,4691270
-1.52912687232859,-0.4311,1.1738,10,81,0,3.3217,10.5847,3,199,904.586975097656,443750,4691270
-0.920603410329429,-0.3269,1.297,11,76,0,2.7326,10.2749,5,203,908.4990234375,443770,4691270
-0.190663293867547,-0.3514,1.5911,8,59,0,2.9002,9.7944,3,209,910.320007324219,443790,4691270
-0.190663293867547,-0.4218,1.543,11,68,0,4.5718,8.9847,4,243,910.320007324219,443810,4691270
0.194742118378181,-0.8223,1.1509,12,104,0,2.5486,9.3803,5,237,912.539001464844,443830,4691270
0.113249068553841,0.1698,1.0735,14.1,79,0,3.2233,8.7446,4,225,915.953002929688,443850,4691270
-0.109600726349975,-0.4767,1.6836,10,46,0,3.0468,10.2888,4,236,918.169006347656,443870,4691270
0.0437433298421862,-0.8647,1.643,11,81,0,2.847,11.0399,3.8,230,919.151000976562,443890,4691270
0.0437433298421862,-1.035,1.5978,9.7,82,0,2.8511,11.3788,3,241,919.151000976562,443910,4691270
0.403083194668431,-0.4654,1.628,8,61,0,4.3992,9.8818,3,255,919.919006347656,443930,4691270
0.600798325687748,-0.4775,1.6168,10,79,0,3.698,8.8301,3,240,922.390014648438,443950,4691270
0.818785950996419,-0.4469,2.7471,7,34,0,3.5702,8.5996,3,239,925.299987792969,443970,4691270
0.724109720118303,-0.2858,1.1693,10,98,0,3.8742,8.8027,3,241,925.72802734375,443990,4691270
1.3338700853449,-0.0737,1.7931,10,281,0,5.0975,8.5498,3,329,864.901977539062,442010,4691250
1.23630032775728,0.0165,1.1015,12,182,0,4.789,9.8849,3,239,864.129028320312,442030,4691250
1.14773162575133,-0.8242,1.1438,14,80,0,5.9843,14.0888,5,244,863.411010742188,442050,4691250
1.28510680174112,-0.3288,1.2249,13,103,0,7.4789,13.6543,4,224,862.627014160156,442070,4691250
1.35400662253075,1.099,2.0144,6.5,85,0,3.3435,4.0711,3,200,862.903015136719,442090,4691250
1.35400662253075,0.7344,2.0409,6,28,0,2.6479,4.536,3,197,862.903015136719,442110,4691250
1.42477615718846,0.1811,1.1264,22,72,0,4.5863,6.0841,7,210,862.976989746094,442130,4691250
1.44735966870472,-0.7964,0.9148,21,39,0,2.8826,8.3428,7,205,863.06201171875,442150,4691250
1.41823317330218,-0.3564,0.3721,22.2,66,0,2.7212,6.0724,8.8,210,863.185974121094,442170,4691250
1.34991745907282,0.7116,1.4577,10.1,82,0,3.2563,4.9165,3,199,863.471984863281,442190,4691250
1.34991745907282,-0.1728,1.7666,8,76,0,2.4327,7.322,3,183,863.471984863281,442210,4691250
1.27746031201202,0.3059,1.5963,10,50,0,2.1533,6.2104,3,214,863.518981933594,442230,4691250
1.28292308702539,1.6157,0.4494,32,10,0,0.4271,3.1756,4,230,863.439025878906,442250,4691250
1.33815630394173,0.9675,0.5921,10.5,5,0,0.3867,3.3671,4,248,863.638000488281,442270,4691250
1.24750996816529,NA,NA,NA,0,0,NA,NA,NA,246,863.929992675781,442290,4691250
1.24750996816529,-1.0296,1.1593,9,8,0,1.4105,9.3119,5,242,863.929992675781,442310,4691250
0.914612787753479,0.7055,1.1187,12,59,0,4.0415,9.1661,4.2,251,862.492004394531,442330,4691250
0.155326842094184,-0.8188,0.7714,18,116,0,4.3197,15.2351,6,224,864.676025390625,442350,4691250
-0.138505943820149,0.1894,1.6848,10,143,0,4.351,7.187,4,219,865.429016113281,442370,4691250
-0.382890593687584,0.1458,2.8995,7,144,0,4.6018,7.3533,3,213,866.293029785156,442390,4691250
-0.382890593687584,-0.9342,1.4729,6,107,0,3.7223,11.4957,3,224,866.293029785156,442410,4691250
-0.747866732162269,-0.5647,2.8227,5,135,0,5.5048,11.3698,2,223,866.52197265625,442430,4691250
-0.598746821013388,0.1037,2.5196,5.2,145,1,6.2413,10.7492,2,229,867.0830078125,442450,4691250
-0.125874720687869,-0.2756,2.6891,6,154,0,5.832,12.9804,2,255,869.77099609375,442470,4691250
0.978296663169428,0.4336,1.1105,18,171,0,3.8363,8.8728,4,259,869.409973144531,442490,4691250
0.978296663169428,0.8032,1.0831,20,149,0,5.7445,6.1468,4,256,869.409973144531,442510,4691250
1.31500015953501,0.7956,0.704,23,183,0,6.7578,5.9604,7,281,869.112976074219,442530,4691250
1.21889251284373,0.4962,0.8736,23,119,0,4.1628,5.5116,7.6,284,868.802978515625,442550,4691250
0.84688247759642,0.5783,1.1577,18,203,0,5.0295,6.2286,4.2,338,869.013977050781,442570,4691250
0.518890651054949,0.3107,1.4115,16,168,0,4.5562,5.3738,4,347,869.242980957031,442590,4691250
0.518890651054949,0.6074,1.1867,19,38,0,3.4078,4.925,7,204,869.242980957031,442610,4691250
0.557318033679408,0.9563,0.5736,13.4,8,0,1.1895,3.2231,7.2,177,870.309997558594,442630,4691250
0.558125586603496,-1.062,0.5427,24.7,12,0,3.8954,12.1067,11,160,871.629028320312,442650,4691250
0.512755173639763,-0.2597,1.1017,14.3,32,0,8.0116,10.3383,5,200,873.098999023438,442670,4691250
0.538166977978327,-0.0617,0.9719,18,48,0,6.418,9.5181,6,282,874.632995605469,442690,4691250
0.538166977978327,-0.0448,1.3398,12,125,0,4.3366,8.3475,4,405,874.632995605469,442710,4691250
0.637993395982033,0.3389,1.4903,13.8,124,0,3.4999,5.6771,3,331,875.575012207031,442730,4691250
0.81358791650803,0.7783,1.4635,16.9,87,0,4.5302,6.0321,5,214,876.161987304688,442750,4691250
1.02677970603354,-0.1003,1.6151,12,115,0,4.3704,11.1125,4,211,876.745971679688,442770,4691250
1.00448185805535,-0.4749,2.17,15,107,0,5.6347,11.6585,6,205,877.057983398438,442790,4691250
1.00448185805535,-0.274,1.6217,18.6,57,0,5.7128,9.4536,6.2,186,877.057983398438,442810,4691250
1.15151972719635,-0.2791,0.9309,10,17,0,3.6322,6.981,3,190,877.617004394531,442830,4691250
1.73146306218457,0.1757,1.9988,6,75,0,3.4271,6.5703,3,216,878.356018066406,442850,4691250
2.03171504118673,0.2433,2.36,10,94,0,3.4689,6.8648,4,200,878.64697265625,442870,4691250
1.96149857520136,0.6222,0.9589,14,77,0,2.0672,4.2133,6,222,879.192993164062,442890,4691250
1.96149857520136,0.9267,-0.035,20.1,3,0,0.3935,3.8284,8,224,879.192993164062,442910,4691250
2.45835591310205,NA,NA,NA,0,0,NA,NA,NA,225,880.195983886719,442930,4691250
3.11319574512674,NA,NA,NA,0,0,NA,NA,NA,231,878.10302734375,442950,4691250
3.36933045562283,NA,NA,NA,0,0,NA,NA,NA,221,882.52099609375,442970,4691250
3.38635434043102,0.0128,0.8201,13,19,0,1.1126,4.1941,4,230,884.919982910156,442990,4691250
3.38635434043102,-0.024,1.1,15,80,0,2.1521,5.4547,6,262,884.919982910156,443010,4691250
2.87652548427563,-0.2318,1.0071,14,54,0,2.621,6.0175,5,283,886.234008789062,443030,4691250
1.67589876366733,-0.5432,1.3508,9.8,40,0,2.7229,6.4852,5,297,883.635009765625,443050,4691250
-0.530769331323537,0.4702,0.8119,14.8,49,0,3.2928,4.7551,4.6,257,884.7490234375,443070,4691250
-0.78918191503981,0.2101,0.804,18.2,12,0,1.3013,4.1224,6.2,247,883.969970703125,443090,4691250
-0.78918191503981,0.7609,0.8843,14.2,16,0,1.2523,3.5267,4,236,883.969970703125,443110,4691250
-0.58968268274283,-0.0103,0.5351,23.2,32,0,1.2013,4.2566,10.6,228,883.431030273438,443130,4691250
-0.128104512485258,NA,NA,NA,0,0,NA,NA,NA,212,883.585998535156,443150,4691250
-0.436053577012952,NA,NA,NA,0,0,NA,NA,NA,227,883.565979003906,443170,4691250
-0.398747317492926,NA,NA,NA,0,0,NA,NA,NA,230,883.515991210938,443190,4691250
-0.398747317492926,NA,NA,NA,0,0,NA,NA,NA,244,883.515991210938,443210,4691250
0.517226320482962,NA,NA,NA,0,0,NA,NA,NA,242,883.648010253906,443230,4691250
0.993114505840496,NA,NA,NA,0,0,NA,NA,NA,238,883.763977050781,443250,4691250
0.990517985089235,NA,NA,NA,0,0,NA,NA,NA,236,883.760986328125,443270,4691250
0.999474164564953,NA,NA,NA,0,0,NA,NA,NA,223,884.703002929688,443290,4691250
0.999474164564953,1.3829,0.6299,19.6,36,0,0.9733,3.3475,12,205,884.703002929688,443310,4691250
1.41419862670678,1.1838,0.3139,21.8,26,0,1.1844,3.511,10,226,886.4169921875,443330,4691250
1.81409552585009,0.4673,1.3587,12,102,0,1.9681,5.2529,3.6,237,887.922973632812,443350,4691250
1.93970439503029,0.2915,1.5152,10,137,0,2.9953,5.6208,4,258,889.25,443370,4691250
1.86788578428588,0.3801,1.5253,10,85,0,3.4231,5.4758,5,201,890.1259765625,443390,4691250
1.86788578428588,0.0963,2.2565,9,56,0,3.2501,6.1217,3,166,890.1259765625,443410,4691250
1.714995114212,0.1491,1.5535,8.3,28,0,3.12,6.9778,3,157,891.559997558594,443430,4691250
1.60277352558243,0.6759,1.0313,13,94,0,2.6271,5.598,5,160,893.218994140625,443450,4691250
1.66654990801728,0.2313,1.3612,11,59,0,3.0684,5.8822,4,141,894.97998046875,443470,4691250
1.73065153888157,0.39,1.413,11,31,0,3.4396,5.3962,5,147,895.995971679688,443490,4691250
1.73065153888157,-0.3701,1.268,19,41,0,2.6174,7.7634,7,134,895.995971679688,443510,4691250
1.7023298544221,-0.0137,1.066,15.4,46,0,3.5183,7.1321,5.8,135,897.296997070312,443530,4691250
1.79082572796215,-0.039,1.6977,11,98,0,3.7323,7.9274,3,154,898.844970703125,443550,4691250
2.09541371130065,-0.3176,1.0683,15,51,0,3.5409,8.5585,4.2,204,900.627014160156,443570,4691250
2.40992560592247,-0.4692,1.1319,15,76,0,3.2016,8.9013,5,231,901.861999511719,443590,4691250
2.40992560592247,-0.6991,1.3302,12,96,0,3.2876,10.4687,4,238,901.861999511719,443610,4691250
2.53041597747304,-0.2596,1.464,12,81,0,2.6229,11.154,4,224,901.742004394531,443630,4691250
2.65031496445439,-0.8613,1.2843,12,77,0,2.4404,11.5365,3.4,222,902.856018066406,443650,4691250
2.47068793650013,-1.01,1.6487,10,48,0,2.4209,11.0329,4,226,900.171020507812,443670,4691250
1.74852546398214,-0.8079,1.3681,11,47,0,2.5868,11.7742,4,217,901.346984863281,443690,4691250
1.74852546398214,-0.7386,1.2663,12,83,0,2.8523,11.0341,4,216,901.346984863281,443710,4691250
0.850934051717013,-0.4376,1.1124,11,98,0,2.7723,11.266,3,209,902.989013671875,443730,4691250
-1.32164331945231,-0.9201,1.5462,10,94,0,2.5438,10.2636,4,204,902.442993164062,443750,4691250
-1.40286069425111,-0.3882,1.6958,9,59,0,2.3724,9.481,3,200,906.164001464844,443770,4691250
-0.568494693546337,-0.7597,1.8828,10,73,0,2.4272,11.1404,3,212,910.783020019531,443790,4691250
-0.568494693546337,-0.4733,1.2139,10.5,112,0,2.2678,10.5529,4,239,910.783020019531,443810,4691250
0.239487731769935,-0.959,1.5868,9,100,0,2.3758,10.7783,3,251,912.841003417969,443830,4691250
-0.023348596522701,-0.6786,1.5303,9,88,0,3.3885,10.9572,4,231,916.435974121094,443850,4691250
-0.757536297614202,-0.8559,1.4424,11,117,0,2.4003,10.6534,3.4,233,917.265991210938,443870,4691250
-0.99657643757168,-0.7013,1.4398,11,133,0,2.6049,10.6583,4,245,918.258972167969,443890,4691250
-0.99657643757168,-0.5167,1.5253,9,80,0,3.3293,9.7424,3,236,918.258972167969,443910,4691250
-0.415665115033223,0.0101,1.2262,10,114,0,5.1423,7.632,3,269,919.333984375,443930,4691250
0.0343503418767808,-0.352,1.8662,8,80,0,2.8252,9.1296,3,237,921.726989746094,443950,4691250
0.0561334383888995,-0.2938,1.9317,8,110,0,2.8995,8.7222,3,248,925.594970703125,443970,4691250
-0.512096491558638,-0.0582,2.8985,7,134,0,4.2788,7.879,3,242,925.575988769531,443990,4691250
1.37104968765819,-0.0444,1.4601,9.3,211,0,4.9257,9.5127,3,334,865.935974121094,442010,4691230
1.22331238101797,-0.3365,2.7099,5,50,0,7.2027,10.4651,3,286,865.216003417969,442030,4691230
1.1819237725556,-0.9121,1.9032,8,91,0,3.3432,11.9183,3,496,864.132995605469,442050,4691230
1.34774492132975,-0.0909,1.5397,7,151,0,6.2437,9.5076,2,802,863.487976074219,442070,4691230
1.39393016979251,0.0929,2.2702,3,370,0,7.5697,8.9948,2,600,863.77001953125,442090,4691230
1.39393016979251,1.3778,2.7988,9,216,0,2.9256,4.412,3,708,863.77001953125,442110,4691230
1.53241785829904,0.2703,1.4428,7,81,0,4.1335,4.2531,4,835,864.007995605469,442130,4691230
1.5831496116739,1.6269,3.3153,3,188,0,1.637,4.4804,2,979,864.086975097656,442150,4691230
1.49955286043908,1.3386,2.4295,4,38,0,0.9766,4.8908,2,1087,864.159973144531,442170,4691230
1.34676901230438,-0.1748,3.1289,5,190,0,2.3774,8.8889,3,867,864.231994628906,442190,4691230
1.34676901230438,2.1387,2.3085,6,156,0,1.9472,7.4823,2,921,864.231994628906,442210,4691230
1.28114952660418,0.9723,0.8727,9,23,0,2.2065,8.3948,2,983,864.073974609375,442230,4691230
1.34225725844155,NA,NA,NA,0,0,NA,NA,NA,1038,864.132995605469,442250,4691230
1.4371031152023,NA,NA,NA,0,0,NA,NA,NA,973,864.643981933594,442270,4691230
1.46598982342324,NA,NA,NA,0,0,NA,NA,NA,1023,864.875,442290,4691230
1.46598982342324,-0.215,1.7201,8,29,0,7.4882,6.9795,3,964,864.875,442310,4691230
1.28694945645309,-0.0534,1.4293,9.8,234,0,12.2557,11.5607,2,641,863.828002929688,442330,4691230
0.345200596972031,0.1318,1.5077,10,277,0,7.4603,10.9056,3,418,864.648986816406,442350,4691230
0.0634394698778568,-0.4686,1.3325,13,118,0,3.7937,9.488,4,259,865.538024902344,442370,4691230
-0.0595932198383075,-0.3078,1.9626,10,59,0,6.0577,9.9203,3,228,866.148010253906,442390,4691230
-0.0595932198383075,-0.6346,2.5927,6,114,0,5.2355,11.4495,2,220,866.148010253906,442410,4691230
-0.328039557611772,-0.4436,2.1044,5,93,0,4.7199,10.1761,2,236,866.35400390625,442430,4691230
-0.548236157671536,-0.7226,1.8687,5,136,0,4.8071,11.3264,2,246,866.703979492188,442450,4691230
-0.657354215720626,-0.8942,1.9805,6,83,1,3.6077,10.2828,2,286,869.612976074219,442470,4691230
0.189687374311024,-0.1247,1.7147,9,95,2,6.5836,10.4303,3,291,870.013000488281,442490,4691230
0.189687374311024,0.1287,1.6318,13,211,0,7.5812,10.5293,4,255,870.013000488281,442510,4691230
1.31428196597773,0.529,0.4138,33,117,0,3.5716,6.0139,15.2,287,869.969970703125,442530,4691230
1.46117371083809,0.2185,0.8622,22.6,151,0,5.3191,6.5801,8,283,869.921997070312,442550,4691230
1.29472480138181,0.267,1.0694,19.3,174,0,4.3632,6.5877,6,353,869.119018554688,442570,4691230
0.737426536569508,0.3029,1.6113,8,29,0,2.3859,4.4997,4,338,869.515991210938,442590,4691230
0.737426536569508,1.4188,1.2464,9,41,0,1.9858,5.0929,2.4,209,869.515991210938,442610,4691230
0.309484133669918,0.2953,2.2922,10.1,5,0,0.7267,3.5109,3.4,177,870.637023925781,442630,4691230
0.106147476323443,0.2376,0.4974,34.3,3,0,3.9312,4.1774,24.2,163,871.773010253906,442650,4691230
-0.0832047041210802,-0.8542,0.7012,23.6,27,0,2.9574,12.4395,6,166,873.067016601562,442670,4691230
-0.10730411862662,-0.4035,0.9374,19,140,0,3.8635,11.4703,7,277,874.642028808594,442690,4691230
-0.10730411862662,0.7926,1.4412,12,87,0,3.2349,6.0781,3,383,874.642028808594,442710,4691230
0.118642599474751,0.2485,3.8972,5,146,0,4.6523,7.2024,2,331,875.754028320312,442730,4691230
0.56206158211646,-0.4849,1.2175,17,120,0,5.6118,11.7634,4,226,876.507995605469,442750,4691230
1.03875581138657,-0.8716,1.2368,14,88,0,5.6271,15.0357,4,219,877.427001953125,442770,4691230
0.922510132674437,-1.0294,1.1548,20.9,122,0,3.4632,13.4845,7,205,876.736999511719,442790,4691230
0.922510132674437,-1.0337,1.4393,15,121,0,3.3015,12.4948,4,192,876.736999511719,442810,4691230
0.37684032668888,0.3406,1.6269,6,44,0,3.3396,6.7024,2,198,877.466979980469,442830,4691230
0.661024842067774,-0.175,1.4254,8.3,123,0,2.8047,6.4662,4,213,879.223022460938,442850,4691230
1.26330148703465,0.4661,1.5419,11,119,0,2.6149,5.8439,3.2,222,880.885986328125,442870,4691230
1.44029415882989,0.4773,0.5102,18,5,0,2.1225,4.7726,10,223,880.007995605469,442890,4691230
1.44029415882989,NA,NA,NA,0,0,NA,NA,NA,228,880.007995605469,442910,4691230
1.98250945842575,NA,NA,NA,0,0,NA,NA,NA,233,881.953002929688,442930,4691230
2.39040490964045,NA,NA,NA,0,0,NA,NA,NA,225,885.796020507812,442950,4691230
1.98663501999409,0.3931,0.7303,13,4,0,1.3457,3.6245,7.4,226,887.039001464844,442970,4691230
1.19315240217626,-0.206,0.7059,13.4,11,0,1.2518,4.2205,7.6,236,887.281982421875,442990,4691230
1.19315240217626,1.1936,1.6998,11.4,16,0,0.6089,3.3338,5.4,265,887.281982421875,443010,4691230
-0.0990445900895845,0.3573,0.8268,10.9,27,0,1.3589,3.9844,4.8,288,886.755004882812,443030,4691230
-0.504464352750085,-0.0125,1.0905,7.9,7,0,1.5563,5.097,4.6,310,883.830017089844,443050,4691230
-1.14409567539984,0,0,10.4,1,0,0.5749,3.6836,6.8,283,884.101989746094,443070,4691230
-0.995486748033948,0.7747,0.7397,16.2,14,0,1.4209,3.4681,10,255,883.273010253906,443090,4691230
-0.995486748033948,-0.3297,0.6129,21,3,0,0.8095,3.9203,7.2,233,883.273010253906,443110,4691230
-0.62366767602799,0.258,0.8433,12.6,10,0,1.1769,3.7094,5.4,222,883.398010253906,443130,4691230
-0.65282400758476,NA,NA,NA,0,0,NA,NA,NA,222,883.924011230469,443150,4691230
-0.819021620762394,NA,NA,NA,0,0,NA,NA,NA,214,883.078979492188,443170,4691230
-0.646866941923345,NA,NA,NA,0,0,NA,NA,NA,231,883.153015136719,443190,4691230
-0.646866941923345,NA,NA,NA,0,0,NA,NA,NA,241,883.153015136719,443210,4691230
-0.0027608425592509,NA,NA,NA,0,0,NA,NA,NA,245,883.802001953125,443230,4691230
0.765398627317822,NA,NA,NA,0,0,NA,NA,NA,245,884.5009765625,443250,4691230
1.09331321298966,NA,NA,NA,0,0,NA,NA,NA,238,884.473022460938,443270,4691230
1.03427113665213,NA,NA,NA,0,0,NA,NA,NA,224,885.60302734375,443290,4691230
1.03427113665213,0.9736,0.0404,17.2,4,0,0.4116,3.4591,8,217,885.60302734375,443310,4691230
1.13919230280453,1.7803,0.9912,13.4,69,0,1.3637,3.6478,7,222,887.68701171875,443330,4691230
1.37293158635864,0.8615,1.019,16,51,0,1.1553,3.9335,4,255,890.211975097656,443350,4691230
1.55969751312931,0.57,1.4943,12,106,0,2.6649,4.9308,4,246,891.195007324219,443370,4691230
1.67089713892589,0.5033,1.7841,9,107,0,3.6822,5.4726,3,207,892.379028320312,443390,4691230
1.67089713892589,0.4226,1.568,8.4,81,0,3.9502,6.1584,3,172,892.379028320312,443410,4691230
1.58881540060608,-0.1646,1.4796,11,90,0,2.6134,7.9305,4,172,893.044006347656,443430,4691230
1.31953268203408,-0.4506,1.8217,12.4,26,0,2.9692,6.9821,4,151,894.486022949219,443450,4691230
1.23770443961197,-0.0178,1.3379,12,92,0,3.7565,6.6538,3,150,896.078979492188,443470,4691230
1.39883856147284,0.1334,0.9424,15,36,0,3.2492,6.5594,3,140,897.560974121094,443490,4691230
1.39883856147284,-0.0356,0.8678,17.4,45,0,4.3079,7.5587,6,140,897.560974121094,443510,4691230
1.5568488302145,-0.0931,1.6738,12,57,0,4.4685,6.5398,4.8,135,898.828002929688,443530,4691230
1.70255438121627,0.0888,1.1006,13.6,57,0,5.172,6.7958,4.6,162,900.692993164062,443550,4691230
1.99073051946213,0.005,0.7835,20,9,0,4.4729,7.2106,5,210,903.169006347656,443570,4691230
2.29852718163817,0.2251,1.3584,12,102,0,3.0535,8.7079,3,232,904.726989746094,443590,4691230
2.29852718163817,-0.5918,1.3464,12,124,0,2.3209,11.2414,4,231,904.726989746094,443610,4691230
2.35532088946947,-0.6349,1.6828,9.8,117,0,2.9298,11.1628,4,230,904.439025878906,443630,4691230
2.59260812204457,-0.8916,1.2154,10,121,0,1.9668,11.9308,4,221,905.494018554688,443650,4691230
3.02309201146711,-0.6635,1.3966,12,135,0,2.1893,11.6176,4,228,905.997985839844,443670,4691230
3.17618337799187,-0.9073,1.6813,11,110,0,1.9636,11.7762,5,219,904.97802734375,443690,4691230
3.17618337799187,-0.8977,1.3508,11,113,0,1.8801,12.0677,4,218,904.97802734375,443710,4691230
3.06812560597526,-0.1894,1.582,8,95,0,2.2781,11.8318,3,215,904.278015136719,443730,4691230
2.49326320633255,-0.3861,1.7572,9,88,0,2.917,10.1088,3.4,196,903.047973632812,443750,4691230
-0.291622701511023,-0.5398,1.167,12,135,0,2.6894,9.8251,4,205,901.741027832031,443770,4691230
-1.87276533249761,-0.6877,1.4936,11,110,0,3.0743,10.8679,3,215,910.197021484375,443790,4691230
-1.87276533249761,-0.9943,1.461,11,129,0,2.0388,11.3345,3,242,910.197021484375,443810,4691230
-1.90636776749704,-0.7,1.6437,9,76,0,2.5532,10.7177,3,253,913.710021972656,443830,4691230
-1.38637652559605,-0.9302,1.4429,10,123,0,2.4601,10.7893,3,247,915.870971679688,443850,4691230
-1.12310703075791,-0.5554,1.3364,14,113,0,2.3608,10.0288,4,245,916.97802734375,443870,4691230
-0.965683935156596,-0.4395,1.8452,9,94,0,2.9804,9.555,3,232,917.291015625,443890,4691230
-0.965683935156596,-0.4516,1.3919,13,58,0,4.8147,9.3361,5,257,917.291015625,443910,4691230
-1.25955194421793,-0.4807,1.8805,8,53,0,3.2457,8.7925,3,252,918.992004394531,443930,4691230
-1.71311127985828,-0.7457,1.7138,9,154,0,2.5129,9.3966,4,257,922.97802734375,443950,4691230
-2.50579790911726,-0.6794,1.3934,11,81,0,2.36,9.6025,5,249,925.367980957031,443970,4691230
-2.89318173235031,-0.5442,2.1679,7,100,0,3.4359,9.8126,3,261,925.388977050781,443990,4691230
1.20633621655704,-0.3576,2.261,6,256,0,3.1347,10.5943,3,1354,866.758972167969,442010,4691210
1.12912881072845,-0.3002,2.0408,5,195,0,8.4474,10.7097,2,1089,865.918029785156,442030,4691210
1.39737314742337,0.379,1.6716,7,126,0,6.0152,7.5721,3,1284,865.140991210938,442050,4691210
1.54106585144861,0.6183,2.1861,4,112,0,3.7197,5.9047,2,1091,864.203002929688,442070,4691210
1.42006785454675,0.9287,2.2557,3,291,0,5.2262,7.2418,2,828,864.593017578125,442090,4691210
1.42006785454675,0.5368,2.796,4,365,0,5.736,6.1401,2,1205,864.593017578125,442110,4691210
1.48371408209755,0.9759,2.7683,4,305,0,2.3887,5.3221,2,1159,865.164978027344,442130,4691210
1.60530485569494,0.2199,2.5729,4,142,0,2.4362,4.6213,2,1000,865.335998535156,442150,4691210
1.51523219099375,0.9312,1.5203,7,70,0,2.8778,7.3341,3,912,865.223022460938,442170,4691210
1.42648343121604,0.8091,2.9029,4,236,0,2.9672,7.6929,2,716,864.984985351562,442190,4691210
1.42648343121604,1.8322,1.4783,13,139,0,2.8256,6.8857,3,940,864.984985351562,442210,4691210
1.45623541475178,0.9684,1.2524,3,17,0,6.0114,5.0025,2,996,864.794982910156,442230,4691210
1.48227003820508,NA,NA,NA,0,0,NA,NA,NA,1022,865.106018066406,442250,4691210
1.51470972413376,NA,NA,NA,0,0,NA,NA,NA,1086,865.627990722656,442270,4691210
1.53880040505633,NA,NA,NA,0,0,NA,NA,NA,1044,865.973022460938,442290,4691210
1.53880040505633,0,0,3.8,1,0,1.1758,4.2313,2.6,1056,865.973022460938,442310,4691210
1.10577443802644,0.1991,1.942,5.1,276,0,7.0283,8.2643,2,672,864.661010742188,442330,4691210
0.483483438139506,0.8285,2.4549,4,562,0,4.9777,7.3194,2,769,864.244018554688,442350,4691210
0.290022716409372,1.0992,2.2739,5,330,1,3.6051,6.5733,2,818,865.929992675781,442370,4691210
0.628349962368462,0.3317,2.3063,3.3,418,1,5.5223,6.6144,2,762,866.023010253906,442390,4691210
0.628349962368462,0.1891,2.9119,4,483,0,6.9531,7.6592,2,674,866.023010253906,442410,4691210
0.485840889219979,-0.8081,1.6702,7,92,0,5.4797,11.4611,2,448,866.362976074219,442430,4691210
-0.103883433406722,-0.3507,2.2729,5,177,1,7.275,9.6711,2,536,866.658020019531,442450,4691210
-0.452328742539652,-0.279,2.3347,5,112,0,5.6034,8.9908,2,441,867.338012695312,442470,4691210
-0.235553151190754,0.0308,3.1342,4,289,0,7.4354,8.6963,2,354,870.221008300781,442490,4691210
-0.235553151190754,0.2918,1.3675,11.7,99,0,7.0074,8.0474,3,343,870.221008300781,442510,4691210
